fold,epoch,metric,validation,training,error_ratio
1,8,ilddt,0.06177026968545622,0.029405022680947527,2.1006707036304784
1,8,ics,0.07307082033890933,0.0365593485827075,1.9986904354601023
1,8,ips,0.08379828887620877,0.03452272215781641,2.427337232942846
1,9,combined,0.07005851873955382,0.03610357846063152,1.9404868361164762
1,9,per_interface_ics,0.06795518448512988,0.03707509183535762,1.8329067069315432
1,9,per_interface_ips,0.09776982564281714,0.049521660389227215,1.9742840784087619
1,9,bb_lddt,0.032143195090935515,0.014644370266949043,2.1949182180595135
1,9,oligo_gdtts,0.04987750315060973,0.03250658586076987,1.5343814747030606
1,9,oligo_gdtha,0.04231993905272256,0.029842576108470777,1.4181060944236012
1,9,ilddt,0.06213521566801113,0.02884740365826311,2.1539274869963205
1,9,ics,0.0738566780768683,0.03586254459907148,2.0594377477269283
1,9,ips,0.08319465324994448,0.03412794950661164,2.4377278580369177
1,10,combined,0.06924356883856062,0.03570427866844223,1.9393633318172199
1,10,per_interface_ics,0.06554334895354948,0.0365650939475078,1.7925114331072782
1,10,per_interface_ips,0.0926725132989373,0.049027979761122206,1.890196450077349
1,10,bb_lddt,0.031270591486794806,0.014524567339744467,2.1529447835067117
1,10,oligo_gdtts,0.050035796126803415,0.03230782384870245,1.5487207173445376
1,10,oligo_gdtha,0.04228119171924424,0.029646440294154943,1.4261810625399216
1,10,ilddt,0.06605995766520967,0.028550225184320804,2.3138156437900337
1,10,ics,0.08024659447335009,0.03534975971422305,2.2700746800568123
1,10,ips,0.08638109690066076,0.033623774672491204,2.5690481732656916
1,11,combined,0.07060312580864724,0.035369430077237696,1.9961623824434902
1,11,per_interface_ics,0.06614867164114893,0.03616305775225061,1.8291780549733012
1,11,per_interface_ips,0.09394980823595385,0.04858434589214822,1.9337464879019233
1,11,bb_lddt,0.03182361163792116,0.014425317906328313,2.206094302016062
1,11,oligo_gdtts,0.0501687680008641,0.03213619282558944,1.5611297913583488
1,11,oligo_gdtha,0.04409294012195913,0.029507781751879687,1.4942817624422189
1,11,ilddt,0.06907331536229115,0.0281570637752296,2.4531434070571128
1,11,ics,0.08244105334610284,0.034902723459994366,2.3620235091567308
1,11,ips,0.08934237027535455,0.03338528883405272,2.676099964851167
1,12,combined,0.06717324822059782,0.03509819044168469,1.913866423746419
1,12,per_interface_ics,0.06552568642717227,0.03576612795828655,1.8320598333594793
1,12,per_interface_ips,0.09083407321632204,0.04827281724848337,1.8816816252665647
1,12,bb_lddt,0.031663588719372956,0.014395829275618484,2.1994973761601937
1,12,oligo_gdtts,0.046227291388973434,0.03190473078938634,1.4489165163039628
1,12,oligo_gdtha,0.03932234087564621,0.029369951702725453,1.3388629737514075
1,12,ilddt,0.06100321927851032,0.02792758452469529,2.184335678030713
1,12,ics,0.07603294012736976,0.034602140287049735,2.197347895148151
1,12,ips,0.08275030692861834,0.0331513715991057,2.4961352407769044
1,13,combined,0.07133087276074383,0.03484194420593543,2.047270162053483
1,13,per_interface_ics,0.06797527324749653,0.03540922181673834,1.919705369389503
1,13,per_interface_ips,0.09943061748354717,0.04793277987585268,2.0743761939339933
1,13,bb_lddt,0.030083265293052133,0.014277667032299074,2.1070154686334597
1,13,oligo_gdtts,0.04653216509575851,0.03191768018236861,1.4578805486453545
1,13,oligo_gdtha,0.04057489705848899,0.029268910523995367,1.3862797190631575
1,13,ilddt,0.0671522685494133,0.027682656903238647,2.425788419953181
1,13,ics,0.07880823001833412,0.03425520260396842,2.300620753275133
1,13,ips,0.09060196414477083,0.03295285683860244,2.7494418644345173
1,14,combined,0.06999211007093704,0.03460640301647444,2.0225190707516516
1,14,per_interface_ics,0.06412372037637878,0.03510150592541603,1.826808243288177
1,14,per_interface_ips,0.0936014400756692,0.04768976193771094,1.9627156075537746
1,14,bb_lddt,0.032029710153443046,0.014205341493669591,2.2547652351558485
1,14,oligo_gdtts,0.04915899093236353,0.031751040709920984,1.548263925629475
1,14,oligo_gdtha,0.04392510706938548,0.02918244042365206,1.5051896425284792
1,14,ilddt,0.0674113034287964,0.02742822923463428,2.4577344330954674
1,14,ics,0.08121546133001038,0.033901207813478974,2.3956509684507306
1,14,ips,0.09298925467459784,0.03268348680428317,2.8451448657066662
1,15,combined,0.07044192763267625,0.03446690113721631,2.043755757218777
1,15,per_interface_ics,0.06677032543993058,0.03492146546838099,1.9120138443326946
1,15,per_interface_ips,0.09872034822632705,0.04746289234611953,2.0799480045677883
1,15,bb_lddt,0.03072623553085626,0.014190893186110588,2.1652080054361713
1,15,oligo_gdtts,0.04883569981411772,0.03176826040796738,1.5372481586014033
1,15,oligo_gdtha,0.04333926189318397,0.02925440316071743,1.4814611549272545
1,15,ilddt,0.06263728685943491,0.027227495315904682,2.3005159355530562
1,15,ics,0.07778304960472687,0.03369486102103615,2.308454382885446
1,15,ips,0.08550956644150894,0.03255298037130833,2.626781494848186
1,16,combined,0.06873002718366863,0.03425046125434849,2.0066890975064626
1,16,per_interface_ics,0.0646858185018937,0.03467605105181657,1.8654320933267
1,16,per_interface_ips,0.09321697671865863,0.047231886929919926,1.973602639610161
1,16,bb_lddt,0.03015203036735463,0.014128807469855873,2.1340817639198963
1,16,oligo_gdtts,0.04810130203094628,0.031495292667877504,1.5272536927401053
1,16,oligo_gdtha,0.04246849490305799,0.02898870375145872,1.4650015146303659
1,16,ilddt,0.06423519119071885,0.027054803570438664,2.374261968802657
1,16,ics,0.0776224050569732,0.03343285652546416,2.321740142002285
1,16,ips,0.08847250608808532,0.03242726726095537,2.728336784475583
1,17,combined,0.06908287027895964,0.03415338427621504,2.0227240065070227
1,17,per_interface_ics,0.06399238780510771,0.03458700178032766,1.8501860384297664
1,17,per_interface_ips,0.0938501293721133,0.04705844264938106,1.9943313906786857
1,17,bb_lddt,0.030485754343990992,0.014053201825337517,2.169310220040109
1,17,oligo_gdtts,0.049440643514760074,0.031473223219854574,1.570879574976958
1,17,oligo_gdtha,0.04386742168619812,0.02893923068319681,1.5158461593683337
1,17,ilddt,0.06414020303194344,0.02694604388874066,2.3803198457174735
1,17,ics,0.0797316284136007,0.03334949931505452,2.3907893686910167
1,17,ips,0.08780122922096013,0.0323826601572728,2.7113655516420234
1,18,combined,0.06799793610900166,0.033919978669864286,2.0046573958908014
1,18,per_interface_ics,0.0638180337954505,0.03427471508742346,1.861956653255083
1,18,per_interface_ips,0.0930327910958118,0.046801975682416536,1.9877962359346328
1,18,bb_lddt,0.031210722562477006,0.013972229075366953,2.2337683124235004
1,18,oligo_gdtts,0.04744749647134653,0.03132867494714851,1.514506966904616
1,18,oligo_gdtha,0.04202446010682359,0.02884771464807801,1.4567691277972166
1,18,ilddt,0.06164706637633124,0.02678986799315132,2.301133637242668
1,18,ics,0.07633073258920395,0.03301766629663779,2.311814890350889
1,18,ips,0.08676226916449464,0.032099237080691956,2.7029386694266044
1,19,combined,0.06904359474657597,0.03139184831024466,2.19941158176544
1,19,per_interface_ics,0.06442734009192419,0.031838495741911776,2.023567338550888
1,19,per_interface_ips,0.09416551155416687,0.04432761325579465,2.124308182594452
1,19,bb_lddt,0.030571311060363524,0.011865371150249646,2.576515363341189
1,19,oligo_gdtts,0.0484176540738047,0.02898258179225877,1.67057767388884
1,19,oligo_gdtha,0.04253287137534904,0.026645605151143767,1.5962434005190276
1,19,ilddt,0.06417467887113437,0.02393416785375402,2.681299774584338
1,19,ics,0.07924381250885582,0.02969985163695914,2.6681551637868486
1,19,ips,0.0878042422485893,0.029290178897326383,2.997736632349627
1,20,combined,0.06936700256607982,0.03107183108722941,2.2324723113788365
1,20,per_interface_ics,0.06498934401850764,0.031478905413372754,2.064536335208756
1,20,per_interface_ips,0.09447926137449536,0.04400191426643575,2.147162525757732
1,20,bb_lddt,0.030605194464236443,0.01166154584244683,2.6244543285879542
1,20,oligo_gdtts,0.0487997940295874,0.028695317283780015,1.7006187297734259
1,20,oligo_gdtha,0.04287767738523946,0.026413348547658127,1.6233336454056335
1,20,ilddt,0.0644827421599986,0.02360266016572403,2.732011633741223
1,20,ics,0.0794722532826743,0.02930383167082688,2.712008933691496
1,20,ips,0.08776054186948253,0.028961179142688444,3.0302820695627166
1,21,combined,0.0691216132245497,0.030936778213574427,2.2342860897590344
1,21,per_interface_ics,0.06487057698425391,0.03134871187294472,2.0693219309033237
1,21,per_interface_ips,0.09385357493754934,0.04382097132513902,2.141750219117298
1,21,bb_lddt,0.030576556287773966,0.011561626947963763,2.6446586129609653
1,21,oligo_gdtts,0.04904056431978933,0.02858425929374832,1.715649295502823
1,21,oligo_gdtha,0.04363689850699774,0.026326092862884273,1.6575531634821146
1,21,ilddt,0.06383259746972185,0.023491440451957692,2.717270471355973
1,21,ics,0.07914472604163149,0.029150376305663167,2.715049892040526
1,21,ips,0.0870555483296813,0.028814274945911274,3.021264581291657
1,22,combined,0.06885265254400257,0.030793883356500566,2.235919768445438
1,22,per_interface_ics,0.06479335210186075,0.031158072990177928,2.0795044713543676
1,22,per_interface_ips,0.09437018677852882,0.04363080495282025,2.1629256411972024
1,22,bb_lddt,0.03062221348767989,0.011518760600679261,2.6584642696605827
1,22,oligo_gdtts,0.0494038307839478,0.028502990793828883,1.7332858555546427
1,22,oligo_gdtha,0.04300972386373922,0.026258634108705315,1.6379269266515484
1,22,ilddt,0.06232470996858743,0.02335190513774704,2.6689347015136273
1,22,ics,0.07727804423142852,0.029032946801507892,2.6617361565039244
1,22,ips,0.08610268155391457,0.028692299417444903,3.0008986139871445
2,0,combined,0.08787146252707415,0.060731359423584985,1.4468877917616532
2,0,per_interface_ics,0.07384275640377987,0.06047186489934992,1.221109296475057
2,0,per_interface_ips,0.09179068888647311,0.07568255339048008,1.2128381611662067
2,0,bb_lddt,0.04409104478319218,0.03309873967037112,1.3321064554811735
2,0,oligo_gdtts,0.08471465778125441,0.05284990249542517,1.6029293107700158
2,0,oligo_gdtha,0.08177093164860898,0.04916384698315833,1.663232978424585
2,0,ilddt,0.10614615697854278,0.055609923048514476,1.9087628818680462
2,0,ics,0.1229994334015219,0.06788505904965868,1.8118778288392803
2,0,ips,0.10882925205413431,0.061705576780771515,1.7636858405972686
2,1,combined,0.08555063070211587,0.048329328347711475,1.7701597275801355
2,1,per_interface_ics,0.07357648220424863,0.05072044258858805,1.4506277636623606
2,1,per_interface_ips,0.09133306961787892,0.06292167818998431,1.4515358179435374
2,1,bb_lddt,0.03735983339373491,0.022169364431274808,1.6852009226313485
2,1,oligo_gdtts,0.07280048289731707,0.041221976083208905,1.7660599955316345
2,1,oligo_gdtha,0.06509413984111623,0.03780115456369825,1.7220145943274539
2,1,ilddt,0.11066752588446786,0.0410867288590668,2.6935102637173403
2,1,ics,0.1289268100972007,0.0507638382156215,2.539737234792585
2,1,ips,0.11405891238825125,0.045982508260767,2.480484790899676
2,2,combined,0.08049267311190575,0.04504307952959828,1.7870153185022166
2,2,per_interface_ics,0.07227849851981852,0.0476577378823563,1.5166162250134252
2,2,per_interface_ips,0.08456577364214293,0.05952822156133191,1.420599699169827
2,2,bb_lddt,0.037317665034181775,0.019779462562925273,1.8866875131445786
2,2,oligo_gdtts,0.06956553455671177,0.038017880816059536,1.8298109485188836
2,2,oligo_gdtha,0.06226776036201966,0.034879979132852394,1.7852006196692805
2,2,ilddt,0.10228080282657724,0.03736689858378997,2.737203426107924
2,2,ics,0.11617009274819484,0.046474292845014795,2.499663483543595
2,2,ips,0.09926051132412876,0.04244055507069806,2.3388127501815004
2,3,combined,0.08142824067986978,0.04310338803765278,1.8891378238930658
2,3,per_interface_ics,0.07210111105507924,0.045756881962398736,1.5757435376459696
2,3,per_interface_ips,0.08551675926336386,0.05734881999785508,1.4911685936443382
2,3,bb_lddt,0.03748691137291102,0.01834985224479888,2.0428999031061075
2,3,oligo_gdtts,0.06773372393561766,0.03649340717130022,1.8560537145154807
2,3,oligo_gdtha,0.059688243522142005,0.033410042351799354,1.7865360029670059
2,3,ilddt,0.1069428138407445,0.03533874085137825,3.0262202688688498
2,3,ics,0.11920678986909948,0.04405879653606891,2.705629732112868
2,3,ips,0.10430708128661247,0.04027270462964315,2.590019275979695
2,4,combined,0.0832029236318229,0.041844773386296844,1.9883707545437408
2,4,per_interface_ics,0.0726881741968108,0.04431043662968693,1.6404301046338927
2,4,per_interface_ips,0.08721167891843627,0.055927761064183346,1.5593629578404031
2,4,bb_lddt,0.036502517609174355,0.017480763159025223,2.0881535478231283
2,4,oligo_gdtts,0.07051061139747013,0.03556024953065054,1.9828491736733942
2,4,oligo_gdtha,0.06307176862731102,0.03252287571511236,1.939304789028959
2,4,ilddt,0.10607450318034667,0.034140504096898214,3.106998739072043
2,4,ics,0.12522926569563095,0.04262957327281899,2.937614807781299
2,4,ips,0.10204945127024019,0.039088715354749615,2.6107138682888515
2,5,combined,0.07992672750940948,0.04099170708389632,1.9498267624187053
2,5,per_interface_ics,0.07074084053529114,0.04326241860361913,1.6351568594311854
2,5,per_interface_ips,0.08695300751004986,0.054916577836090316,1.58336536864294
2,5,bb_lddt,0.03720512887595559,0.01704842920634281,2.182320049879642
2,5,oligo_gdtts,0.06967944095543754,0.03514102247346813,1.9828518367115333
2,5,oligo_gdtha,0.05937087786372315,0.03207617847731616,1.8509336424134635
2,5,ilddt,0.10060425890130964,0.03325188242739073,3.0255207091204683
2,5,ics,0.11212011242013341,0.041469198918803525,2.703696124915844
2,5,ips,0.09746965522512818,0.03837677781953557,2.5398082059800124
2,6,combined,0.0807583836712421,0.04027547375293539,2.0051504339003885
2,6,per_interface_ics,0.0703666789023879,0.04243132762412259,1.6583661846673827
2,6,per_interface_ips,0.08838281780447944,0.0540888357126117,1.634030694875385
2,6,bb_lddt,0.03804163566924402,0.01659972847927551,2.29170228397039
2,6,oligo_gdtts,0.07145082199618726,0.03469339367064557,2.059493593347788
2,6,oligo_gdtha,0.06107242599906588,0.03164517735041288,1.929912584239919
2,6,ilddt,0.10072282818836545,0.03261252694416151,3.08847052425042
2,6,ics,0.11470733967282205,0.040576978132498165,2.8269069051485816
2,6,ips,0.09962481871542851,0.03761738415976817,2.648371781841688
2,7,combined,0.08425671198656037,0.03976739365871393,2.1187386005141886
2,7,per_interface_ics,0.07362753120951226,0.04184938561996326,1.7593455702821597
2,7,per_interface_ips,0.09176518907891566,0.05344470284951778,1.717011868085326
2,7,bb_lddt,0.037279865888769595,0.01646942018950193,2.263580955480924
2,7,oligo_gdtts,0.07138308980609796,0.0344017465078059,2.0749844717883974
2,7,oligo_gdtha,0.06122320789948585,0.0313638233878774,1.952032669688784
2,7,ilddt,0.10702518601028135,0.03203998950105901,3.3403627053855267
2,7,ics,0.12282330998785743,0.03995928178540996,3.0737116509612292
2,7,ips,0.10736183969853465,0.037092190448983486,2.8944594104303403
2,8,combined,0.08148965285667907,0.03918004592104321,2.0798763998617926
2,8,per_interface_ics,0.06938384444240515,0.040986156863164466,1.6928604619859486
2,8,per_interface_ips,0.08681681713646298,0.052769490476259326,1.6452085542785626
2,8,bb_lddt,0.0371383428362204,0.01630105040432348,2.2782791240477556
2,8,oligo_gdtts,0.07138613434469566,0.034223291003106796,2.085893327389678
2,8,oligo_gdtha,0.06200505072978224,0.031166701744919343,1.9894646291820093
2,8,ilddt,0.10571085078397285,0.031495303623594526,3.3564004350407397
2,8,ics,0.11920378616284638,0.03915964373922879,3.0440467476324895
2,8,ips,0.10367991307562469,0.03654761224474196,2.8368450551934736
2,9,combined,0.07908580634804262,0.03882905042945418,2.0367690034482857
2,9,per_interface_ics,0.07038492991245913,0.04054334493546751,1.7360415137056455
2,9,per_interface_ips,0.08808160134450825,0.052365407824885746,1.6820570105948647
2,9,bb_lddt,0.03667933509443687,0.016015334850446927,2.290263390491226
2,9,oligo_gdtts,0.06571464550949505,0.03395519986113153,1.9353337862316193
2,9,oligo_gdtha,0.05736997530815224,0.030959775543722937,1.8530488125513542
2,9,ilddt,0.09851006945330941,0.03125785838901287,3.1515297122190455
2,9,ics,0.1110404870906761,0.03882704274125972,2.8598749544393827
2,9,ips,0.0967571698178979,0.03620712917949748,2.672323711118397
2,10,combined,0.08046834089915508,0.03846785345982316,2.0918334053444996
2,10,per_interface_ics,0.07030544572990963,0.04011454508806271,1.7526173006715993
2,10,per_interface_ips,0.09013748038665342,0.05189576244644384,1.7368948086980096
2,10,bb_lddt,0.033917307522363056,0.01587150945258171,2.1369931841514895
2,10,oligo_gdtts,0.06739244469832852,0.03386274151066417,1.9901650513767484
2,10,oligo_gdtha,0.05847028219901182,0.030792660214683493,1.8988382878050347
2,10,ilddt,0.1038678748231726,0.030915755288974507,3.359706850190234
2,10,ics,0.11273061420168945,0.03829468103407544,2.943766892884662
2,10,ips,0.1009791231209385,0.03584596526137209,2.8170289845634158
2,11,combined,0.08064648809341722,0.03823042405488476,2.1094845293277067
2,11,per_interface_ics,0.06923127226107767,0.03974649183773199,1.7418209522420114
2,11,per_interface_ips,0.08395986500208598,0.05173990428788585,1.6227294224381463
2,11,bb_lddt,0.03560233765649128,0.01575836370431916,2.2592661474575024
2,11,oligo_gdtts,0.07377667396555714,0.033700720379030095,2.1891720157846795
2,11,oligo_gdtha,0.06385881960940024,0.03069366307031922,2.080521294024099
2,11,ilddt,0.10401592393344322,0.03060049054259416,3.399158709193204
2,11,ics,0.11765348943768493,0.037937861255530246,3.101215660135149
2,11,ips,0.10124352149832243,0.03561479554045029,2.842737687019229
2,12,combined,0.08241902245469065,0.03794189466369499,2.172243194105801
2,12,per_interface_ics,0.0730846342253179,0.03935346917576563,1.8571332021301021
2,12,per_interface_ips,0.08978347183850048,0.0513348702278277,1.7489763086969001
2,12,bb_lddt,0.03504166177141128,0.015635839858525225,2.2411115800924053
2,12,oligo_gdtts,0.0688224170011729,0.033552593306467135,2.051180258186113
2,12,oligo_gdtha,0.059569026757414545,0.03055582623540276,1.9495145147931345
2,12,ilddt,0.10839334674775349,0.03042314823400574,3.5628576606873277
2,12,ics,0.12238071184462357,0.03760108849246661,3.254711944552951
2,12,ips,0.10007451688916778,0.035469215600492945,2.8214471392983658
2,13,combined,0.08222104406836862,0.037564500785714605,2.188796399488861
2,13,per_interface_ics,0.07175013941613446,0.03884782836298227,1.8469536764249221
2,13,per_interface_ips,0.09026346161481132,0.0508711421829258,1.7743549238630425
2,13,bb_lddt,0.034301210805357835,0.015495635323161944,2.2136046757686954
2,13,oligo_gdtts,0.071713376946704,0.03329864187950077,2.1536426982883055
2,13,oligo_gdtha,0.061161755245653884,0.030353704803054788,2.014968375112437
2,13,ilddt,0.1051821573978036,0.030093648857706465,3.495161317763175
2,13,ics,0.12088694106330586,0.03719444566997137,3.25013423068442
2,13,ips,0.1007450213480252,0.035181015425510866,2.863618918599257
2,14,combined,0.08159055060388427,0.037424034067011405,2.180164502249768
2,14,per_interface_ics,0.07141797260104393,0.03871392130093786,1.8447620442756285
2,14,per_interface_ips,0.08710845417567124,0.050741363735887855,1.7167148803701155
2,14,bb_lddt,0.03461915757653951,0.015343215338066983,2.25631699834443
2,14,oligo_gdtts,0.07525766600226555,0.033178565516446296,2.268261596932545
2,14,oligo_gdtha,0.06602723859975215,0.030230308527827692,2.1841404145436547
2,14,ilddt,0.10221740841541115,0.02992977421776205,3.415241547487166
2,14,ics,0.11711663288009595,0.03700731762027715,3.164688510575138
2,14,ips,0.0998137941411666,0.03503336641491808,2.8491065619849594
2,15,combined,0.08092932757271219,0.03713334370397151,2.1794247299107776
2,15,per_interface_ics,0.07014224039206482,0.03834903549966657,1.8290483574919292
2,15,per_interface_ips,0.08685680667530216,0.050333482174833945,1.7256268178228562
2,15,bb_lddt,0.03689058192221265,0.015231124938724782,2.42205234811115
2,15,oligo_gdtts,0.07302739498496748,0.03306847089318436,2.208369271771164
2,15,oligo_gdtha,0.0648955894212386,0.030078411804635292,2.157547075382409
2,15,ilddt,0.10441386016393246,0.029708696948291074,3.5145890223885647
2,15,ics,0.11396815626370098,0.036697135960488236,3.1056417151030633
2,15,ips,0.0985847188138124,0.034768724928227746,2.8354424563258647
2,16,combined,0.07951213354552533,0.033994998124789844,2.3389362533173217
2,16,per_interface_ics,0.06975005382801625,0.03533319772781188,1.9740657034592082
2,16,per_interface_ips,0.08658912028946704,0.047258075005427995,1.832260841761361
2,16,bb_lddt,0.03293544531479977,0.012658875055236551,2.601767153170177
2,16,oligo_gdtts,0.06723396101669671,0.030335668425963785,2.2163335935974398
2,16,oligo_gdtha,0.058910022319815375,0.027513672771252655,2.1411180837102504
2,16,ilddt,0.1031466014462695,0.026100195606562775,3.9519474490196447
2,16,ics,0.1160863646896683,0.032474171415532854,3.574729073276449
2,16,ips,0.09888426252204432,0.031083570487228426,3.1812388658077024
2,17,combined,0.0805725731593676,0.03356695897010034,2.400353670141443
2,17,per_interface_ics,0.07004604160142228,0.03488019960871958,2.008189241666831
2,17,per_interface_ips,0.08868849302274466,0.04680108187122022,1.8950094629603556
2,17,bb_lddt,0.03316541244093303,0.012303572071390722,2.695592162056089
2,17,oligo_gdtts,0.06880866562720422,0.029998961604735055,2.2937015798687987
2,17,oligo_gdtha,0.06052373364525882,0.027202540866749135,2.224929426325746
2,17,ilddt,0.10413703448663704,0.02567465992373939,4.056023908240729
2,17,ics,0.11657889061123503,0.0319548590639837,3.6482367322543134
2,17,ips,0.10074890947293459,0.030625064137462483,3.289753419640753
2,18,combined,0.07966415190387416,0.033369277148708756,2.387350242825287
2,18,per_interface_ics,0.07008812781948082,0.03472235578246816,2.0185303168533673
2,18,per_interface_ips,0.08751738291194484,0.04658036524358813,1.8788470733168365
2,18,bb_lddt,0.032686184458842145,0.012066355958472481,2.7088695685205026
2,18,oligo_gdtts,0.06631081584833187,0.029817444017151095,2.2238933628982305
2,18,oligo_gdtha,0.05828823165913329,0.027031509422127925,2.1563069508585673
2,18,ilddt,0.10319851121747035,0.02544892953156425,4.055121889880416
2,18,ics,0.11694540335589358,0.031734856063007445,3.6850774783319094
2,18,ips,0.09910921080146347,0.03042406260245947,3.257592915728865
2,19,combined,0.07958175506731129,0.03316475913850008,2.399587910015211
